Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
5923;US-2015-126977;17.09.2015;23.09.2015;Standard Class;PF-19120;Peter Fuller;Consumer;United States;New York City;New York;10035;East;TEC-PH-10000169;Technology;Phones;ARKON Windshield Dashboard Air Vent Car Mount Holder;678;4;0;1356
5924;CA-2016-130288;26.11.2016;30.11.2016;Second Class;DK-13225;Dean Katz;Corporate;United States;New York City;New York;10011;East;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;313176;2;4;-1200508
5925;CA-2017-146458;19.11.2017;22.11.2017;Second Class;RB-19435;Richard Bierner;Consumer;United States;Springfield;Virginia;22153;South;OFF-AR-10001177;Office Supplies;Art;Newell 349;2296;7;0;66584
5926;CA-2017-150420;3.06.2017;8.06.2017;Standard Class;GD-14590;Giulietta Dortch;Corporate;United States;Bellingham;Washington;98226;West;TEC-AC-10004975;Technology;Accessories;Plantronics Audio 995 Wireless Stereo Headset;10995;10;0;362835
5927;US-2014-118997;8.04.2014;12.04.2014;Standard Class;RA-19885;Ruben Ausman;Corporate;United States;Decatur;Alabama;35601;South;FUR-TA-10001086;Furniture;Tables;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;121592;8;0;3161392
5928;CA-2014-114314;11.10.2014;15.10.2014;Standard Class;DB-13555;Dorothy Badders;Corporate;United States;Fayetteville;Arkansas;72701;South;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;731;1;0;34357
5929;CA-2014-114314;11.10.2014;15.10.2014;Standard Class;DB-13555;Dorothy Badders;Corporate;United States;Fayetteville;Arkansas;72701;South;FUR-FU-10002107;Furniture;Furnishings;Eldon Pizzaz Desk Accessories;892;4;0;39248
5930;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;FUR-BO-10001519;Furniture;Bookcases;O'Sullivan 3-Shelf Heavy-Duty Bookcases;8721;3;5;-453492
5931;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10004100;Office Supplies;Paper;Xerox 216;15552;3;2;54432
5932;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;683988;2;4;-113998
5933;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-ST-10004835;Office Supplies;Storage;Plastic Stacking Crates & Casters;13392;3;2;10044
5934;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10002018;Technology;Accessories;AmazonBasics 3-Button USB Wired Mouse;16776;3;2;48231
5935;US-2017-169551;7.07.2017;9.07.2017;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;52792;2;2;85787
5936;CA-2016-103107;4.07.2016;4.07.2016;Same Day;RB-19465;Rick Bensley;Home Office;United States;Seattle;Washington;98103;West;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;254;5;0;8636
5937;CA-2016-103107;4.07.2016;4.07.2016;Same Day;RB-19465;Rick Bensley;Home Office;United States;Seattle;Washington;98103;West;TEC-PH-10001198;Technology;Phones;Avaya 4621SW VoIP phone;17748;3;2;199665
5938;CA-2016-103107;4.07.2016;4.07.2016;Same Day;RB-19465;Rick Bensley;Home Office;United States;Seattle;Washington;98103;West;TEC-PH-10002564;Technology;Phones;OtterBox Defender Series Case - Samsung Galaxy S4;71976;3;2;8997
5939;CA-2017-122077;19.05.2017;25.05.2017;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Plano;Texas;75023;Central;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition�Headset;95992;1;2;95992
5940;CA-2017-122077;19.05.2017;25.05.2017;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Plano;Texas;75023;Central;OFF-LA-10004178;Office Supplies;Labels;Avery 491;13216;4;2;42952
5941;CA-2017-112431;12.10.2017;14.10.2017;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Los Angeles;California;90049;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;43584;12;0;130752
5942;CA-2017-112431;12.10.2017;14.10.2017;Second Class;RW-19690;Robert Waldorf;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10000940;Office Supplies;Art;Newell 343;588;2;0;15876
5943;CA-2016-151092;6.08.2016;13.08.2016;Standard Class;VG-21790;Vivek Gonzalez;Consumer;United States;Los Angeles;California;90032;West;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;211168;4;2;184772
5944;CA-2014-104178;25.08.2014;29.08.2014;Standard Class;JM-15265;Janet Molinari;Corporate;United States;Los Angeles;California;90036;West;FUR-FU-10000771;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Smoke;628;1;0;26376
5945;CA-2014-104178;25.08.2014;29.08.2014;Standard Class;JM-15265;Janet Molinari;Corporate;United States;Los Angeles;California;90036;West;TEC-AC-10002399;Technology;Accessories;SanDisk Cruzer 32 GB USB Flash Drive;951;5;0;30432
5946;CA-2014-104178;25.08.2014;29.08.2014;Standard Class;JM-15265;Janet Molinari;Corporate;United States;Los Angeles;California;90036;West;OFF-PA-10004983;Office Supplies;Paper;Xerox 23;2592;4;0;124416
5947;CA-2014-104178;25.08.2014;29.08.2014;Standard Class;JM-15265;Janet Molinari;Corporate;United States;Los Angeles;California;90036;West;OFF-ST-10004258;Office Supplies;Storage;Portable Personal File Box;4884;4;0;131868
5948;CA-2015-115924;14.09.2015;18.09.2015;Second Class;BE-11455;Brad Eason;Home Office;United States;Des Moines;Iowa;50315;Central;OFF-BI-10004040;Office Supplies;Binders;Wilson Jones Impact Binders;259;5;0;12691
5949;CA-2017-161046;5.03.2017;5.03.2017;Same Day;CB-12535;Claudia Bergmann;Corporate;United States;Southaven;Mississippi;38671;South;OFF-EN-10003862;Office Supplies;Envelopes;Laser & Ink Jet Business Envelopes;4268;4;0;196328
5950;CA-2017-161046;5.03.2017;5.03.2017;Same Day;CB-12535;Claudia Bergmann;Corporate;United States;Southaven;Mississippi;38671;South;TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;29997;3;0;1259874
5951;CA-2017-161046;5.03.2017;5.03.2017;Same Day;CB-12535;Claudia Bergmann;Corporate;United States;Southaven;Mississippi;38671;South;OFF-AP-10000891;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;26224;2;0;78672
5952;CA-2017-161046;5.03.2017;5.03.2017;Same Day;CB-12535;Claudia Bergmann;Corporate;United States;Southaven;Mississippi;38671;South;OFF-BI-10002026;Office Supplies;Binders;Ibico Recycled Linen-Style Covers;23436;6;0;1124928
5953;US-2017-141698;15.04.2017;21.04.2017;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Houston;Texas;77041;Central;OFF-PA-10001826;Office Supplies;Paper;Xerox 207;20736;4;2;72576
5954;US-2014-105151;30.03.2014;31.03.2014;First Class;SG-20890;Susan Gilcrest;Corporate;United States;New York City;New York;10009;East;OFF-AR-10001231;Office Supplies;Art;Sanford EarthWrite Recycled Pencils, Medium Soft, #2;105;5;0;294
5955;CA-2014-155796;11.11.2014;15.11.2014;Second Class;TS-21430;Tom Stivers;Corporate;United States;Reading;Pennsylvania;19601;East;FUR-FU-10000409;Furniture;Furnishings;GE 4 Foot Flourescent Tube, 40 Watt;23968;2;2;77896
5956;CA-2014-155796;11.11.2014;15.11.2014;Second Class;TS-21430;Tom Stivers;Corporate;United States;Reading;Pennsylvania;19601;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;52196;4;5;-2505408
5957;CA-2016-127138;12.03.2016;15.03.2016;Second Class;DK-13225;Dean Katz;Corporate;United States;San Francisco;California;94109;West;OFF-ST-10002756;Office Supplies;Storage;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";67655;5;0;67655
5958;CA-2016-127138;12.03.2016;15.03.2016;Second Class;DK-13225;Dean Katz;Corporate;United States;San Francisco;California;94109;West;OFF-AP-10003842;Office Supplies;Appliances;Euro-Pro Shark Turbo Vacuum;1549;5;0;40274
5959;CA-2016-127138;12.03.2016;15.03.2016;Second Class;DK-13225;Dean Katz;Corporate;United States;San Francisco;California;94109;West;OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes;3056;4;0;149744
5960;CA-2016-127138;12.03.2016;15.03.2016;Second Class;DK-13225;Dean Katz;Corporate;United States;San Francisco;California;94109;West;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;770352;3;2;770352
5961;CA-2017-150602;9.02.2017;14.02.2017;Second Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90045;West;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;2112;4;0;65472
5962;CA-2014-140732;11.11.2014;13.11.2014;Second Class;MA-17560;Matt Abelman;Home Office;United States;Los Angeles;California;90004;West;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;575928;9;2;575928
5963;CA-2014-140732;11.11.2014;13.11.2014;Second Class;MA-17560;Matt Abelman;Home Office;United States;Los Angeles;California;90004;West;OFF-AP-10001626;Office Supplies;Appliances;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;778;2;0;20228
5964;CA-2014-140732;11.11.2014;13.11.2014;Second Class;MA-17560;Matt Abelman;Home Office;United States;Los Angeles;California;90004;West;OFF-PA-10003625;Office Supplies;Paper;Xerox 1979;12392;4;0;55764
5965;CA-2017-119011;20.08.2017;25.08.2017;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;San Francisco;California;94109;West;OFF-SU-10004768;Office Supplies;Supplies;Acme Kleencut Forged Steel Scissors;1722;3;0;5166
5966;CA-2017-119011;20.08.2017;25.08.2017;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;San Francisco;California;94109;West;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;22656;6;0;634368
5967;CA-2017-119011;20.08.2017;25.08.2017;Standard Class;LR-17035;Lisa Ryan;Corporate;United States;San Francisco;California;94109;West;TEC-PH-10003171;Technology;Phones;Plantronics Encore H101 Dual Earpieces�Headset;10788;3;2;10788
5968;CA-2016-166912;15.01.2016;17.01.2016;First Class;BE-11335;Bill Eplett;Home Office;United States;New York City;New York;10009;East;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;8198;2;0;401702
5969;CA-2014-141726;20.07.2014;22.07.2014;First Class;CC-12145;Charles Crestani;Consumer;United States;San Diego;California;92105;West;OFF-PA-10000418;Office Supplies;Paper;Xerox 189;10485;1;0;50328
5970;CA-2014-141726;20.07.2014;22.07.2014;First Class;CC-12145;Charles Crestani;Consumer;United States;San Diego;California;92105;West;OFF-BI-10001982;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;8704;2;2;31552
5971;CA-2014-141726;20.07.2014;22.07.2014;First Class;CC-12145;Charles Crestani;Consumer;United States;San Diego;California;92105;West;OFF-PA-10002230;Office Supplies;Paper;Xerox 1897;1992;4;0;97608
5972;CA-2014-141726;20.07.2014;22.07.2014;First Class;CC-12145;Charles Crestani;Consumer;United States;San Diego;California;92105;West;FUR-FU-10003577;Furniture;Furnishings;Nu-Dell Leatherette Frames;4302;3;0;154872
5973;CA-2017-115105;6.02.2017;11.02.2017;Standard Class;BD-11770;Bryan Davis;Consumer;United States;New York City;New York;10024;East;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;240784;1;2;30098
5974;CA-2015-143980;25.12.2015;29.12.2015;Standard Class;JK-15640;Jim Kriz;Home Office;United States;New York City;New York;10011;East;OFF-AP-10003779;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;41496;2;0;124488
5975;CA-2016-135636;8.10.2016;13.10.2016;Standard Class;DB-13615;Doug Bickford;Consumer;United States;Charlotte;North Carolina;28205;South;OFF-ST-10000676;Office Supplies;Storage;Fellowes Econo/Stor Drawers;38772;5;2;-67851
5976;CA-2017-102155;13.07.2017;17.07.2017;Standard Class;RR-19525;Rick Reed;Corporate;United States;Overland Park;Kansas;66212;Central;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;36038;2;0;936988
5977;CA-2017-102155;13.07.2017;17.07.2017;Standard Class;RR-19525;Rick Reed;Corporate;United States;Overland Park;Kansas;66212;Central;OFF-PA-10003673;Office Supplies;Paper;Strathmore Photo Mount Cards;1356;2;0;62376
5978;CA-2017-116953;24.04.2017;25.04.2017;First Class;SV-20935;Susan Vittorini;Consumer;United States;Mesa;Arizona;85204;West;TEC-PH-10004614;Technology;Phones;AT&T 841000 Phone;552;10;2;345
5979;CA-2014-117765;7.09.2014;13.09.2014;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133;Central;FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;4299;5;0;111774
5980;CA-2014-117765;7.09.2014;13.09.2014;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133;Central;OFF-BI-10000474;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;3206;2;0;153888
5981;CA-2014-117765;7.09.2014;13.09.2014;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133;Central;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;16196;2;0;453488
5982;CA-2014-117765;7.09.2014;13.09.2014;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Tulsa;Oklahoma;74133;Central;OFF-ST-10003327;Office Supplies;Storage;Akro-Mils 12-Gallon Tote;1986;2;0;57594
5983;CA-2016-114895;21.11.2016;28.11.2016;Standard Class;MV-18190;Mike Vittorini;Consumer;United States;New York City;New York;10035;East;OFF-PA-10000232;Office Supplies;Paper;Xerox 1975;1296;2;0;63504
5984;CA-2017-112984;16.09.2017;18.09.2017;Second Class;EH-14185;Evan Henry;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003657;Office Supplies;Paper;Xerox 1927;20544;6;2;642
5985;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;FUR-FU-10001185;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;18558;6;0;760878
5986;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;OFF-BI-10003007;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";7756;2;0;356776
5987;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;OFF-ST-10002485;Office Supplies;Storage;Rogers Deluxe File Chest;8792;4;0;8792
5988;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;24594;6;0;1205106
5989;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;86;1;0;4042
5990;CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030;Joy Smith;Consumer;United States;Hattiesburg;Mississippi;39401;South;FUR-BO-10003546;Furniture;Bookcases;Hon 4-Shelf Metal Bookcases;5049;5;0;126225
5991;US-2017-163300;15.09.2017;21.09.2017;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;2357488;7;2;884058
5992;US-2017-163300;15.09.2017;21.09.2017;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;369544;7;2;323351
5993;US-2017-163300;15.09.2017;21.09.2017;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184752;3;2;-207846
5994;CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640;Noel Staavos;Corporate;United States;Columbus;Ohio;43229;East;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;6496;5;2;-406
5995;CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640;Noel Staavos;Corporate;United States;Columbus;Ohio;43229;East;OFF-SU-10004782;Office Supplies;Supplies;"Elite 5"" Scissors";1352;2;2;169
5996;CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640;Noel Staavos;Corporate;United States;Columbus;Ohio;43229;East;FUR-CH-10003298;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;45843;5;3;-137529
5997;CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640;Noel Staavos;Corporate;United States;Columbus;Ohio;43229;East;OFF-AP-10000576;Office Supplies;Appliances;Belkin 325VA UPS Surge Protector, 6';387136;4;2;24196
5998;CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640;Noel Staavos;Corporate;United States;Columbus;Ohio;43229;East;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;32859;3;4;-1478655
5999;US-2014-112991;10.12.2014;14.12.2014;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Caldwell;Idaho;83605;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;338352;3;2;42294
6000;US-2014-112991;10.12.2014;14.12.2014;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Caldwell;Idaho;83605;West;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;2592;4;0;124416
6001;US-2014-112991;10.12.2014;14.12.2014;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Caldwell;Idaho;83605;West;OFF-PA-10002222;Office Supplies;Paper;"Xerox Color Copier Paper, 11"" x 17"", Ream";9136;4;0;420256
6002;CA-2014-124079;13.12.2014;17.12.2014;Standard Class;RF-19345;Randy Ferguson;Corporate;United States;Phoenix;Arizona;85023;West;FUR-FU-10002553;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black;8796;3;2;76965
6003;CA-2014-124079;13.12.2014;17.12.2014;Standard Class;RF-19345;Randy Ferguson;Corporate;United States;Phoenix;Arizona;85023;West;OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;5214;2;7;-41712
6004;US-2017-146878;21.09.2017;27.09.2017;Standard Class;DL-12865;Dan Lawera;Consumer;United States;Miami;Florida;33142;South;OFF-BI-10002794;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";12294;1;7;-86058
6005;CA-2017-107244;7.09.2017;11.09.2017;Standard Class;AG-10390;Allen Goldenen;Consumer;United States;Los Angeles;California;90004;West;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;1976;4;0;82992
6006;CA-2015-100657;2.11.2015;7.11.2015;Standard Class;SW-20245;Scot Wooten;Consumer;United States;Troy;New York;12180;East;FUR-CH-10003535;Furniture;Chairs;Global Armless Task Chair, Royal Blue;109764;2;1;85372
6007;CA-2017-129581;11.12.2017;18.12.2017;Standard Class;KN-16390;Katherine Nockton;Corporate;United States;New Bedford;Massachusetts;2740;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;12885;3;0;38655
6008;CA-2017-129028;1.04.2017;3.04.2017;First Class;GB-14530;George Bell;Corporate;United States;Florence;South Carolina;29501;South;FUR-FU-10004006;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;12795;3;0;217515
6009;CA-2015-135580;30.12.2015;3.01.2016;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;6852;3;0;315192
6010;CA-2015-135580;30.12.2015;3.01.2016;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;7494;3;0;142386
6011;CA-2015-135580;30.12.2015;3.01.2016;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;254856;6;2;286713
6012;CA-2015-135580;30.12.2015;3.01.2016;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;OFF-EN-10003296;Office Supplies;Envelopes;Tyvek Side-Opening Peel & Seel Expanding Envelopes;27144;3;0;122148
6013;CA-2015-135580;30.12.2015;3.01.2016;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10004345;Technology;Phones;Cisco SPA 502G IP Phone;28788;3;2;35985
6014;CA-2016-159016;10.03.2016;11.03.2016;First Class;KF-16285;Karen Ferguson;Home Office;United States;Los Angeles;California;90008;West;OFF-PA-10004405;Office Supplies;Paper;Rediform Voice Mail Log Books;149;5;0;7152
6015;CA-2016-159016;10.03.2016;11.03.2016;First Class;KF-16285;Karen Ferguson;Home Office;United States;Los Angeles;California;90008;West;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;4158912;8;2;3639048
6016;CA-2014-102652;6.04.2014;12.04.2014;Standard Class;AY-10555;Andy Yotov;Corporate;United States;Los Angeles;California;90049;West;FUR-FU-10000747;Furniture;Furnishings;Tenex B1-RE Series Chair Mats for Low Pile Carpets;9196;2;0;156332
6017;CA-2014-102652;6.04.2014;12.04.2014;Standard Class;AY-10555;Andy Yotov;Corporate;United States;Los Angeles;California;90049;West;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;3311;7;0;129129
6018;CA-2014-102652;6.04.2014;12.04.2014;Standard Class;AY-10555;Andy Yotov;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;1944;3;0;93312
6019;CA-2014-102652;6.04.2014;12.04.2014;Standard Class;AY-10555;Andy Yotov;Corporate;United States;Los Angeles;California;90049;West;OFF-PA-10001977;Office Supplies;Paper;Xerox 194;5548;1;0;266304
6020;CA-2014-152422;5.10.2014;10.10.2014;Second Class;BD-11635;Brian Derr;Consumer;United States;Columbus;Ohio;43229;East;OFF-AP-10002892;Office Supplies;Appliances;Belkin F5C206VTEL 6 Outlet Surge;9192;5;2;1149
6021;US-2016-156692;13.08.2016;13.08.2016;Same Day;HG-15025;Hunter Glantz;Consumer;United States;Kenner;Louisiana;70065;South;OFF-AP-10004249;Office Supplies;Appliances;Staple holder;1734;2;0;46818
6022;US-2016-156692;13.08.2016;13.08.2016;Same Day;HG-15025;Hunter Glantz;Consumer;United States;Kenner;Louisiana;70065;South;TEC-AC-10000158;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;7198;2;0;151158
6023;CA-2014-130869;17.11.2014;21.11.2014;Standard Class;CB-12025;Cassandra Brandow;Consumer;United States;Cedar Hill;Texas;75104;Central;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;708;3;2;2478
6024;US-2017-128832;24.04.2017;27.04.2017;First Class;LS-16945;Linda Southworth;Corporate;United States;Providence;Rhode Island;2908;East;TEC-AC-10004855;Technology;Accessories;V7 USB Numeric Keypad;6998;2;0;48986
6025;CA-2017-139717;24.08.2017;26.08.2017;Second Class;DM-13015;Darrin Martin;Consumer;United States;Lancaster;Ohio;43130;East;OFF-AP-10000938;Office Supplies;Appliances;Avanti 1.7 Cu. Ft. Refrigerator;646272;8;2;646272
6026;CA-2017-139717;24.08.2017;26.08.2017;Second Class;DM-13015;Darrin Martin;Consumer;United States;Lancaster;Ohio;43130;East;OFF-PA-10002195;Office Supplies;Paper;Xerox 1966;10368;2;2;37584
6027;CA-2017-136007;23.02.2017;2.03.2017;Standard Class;AC-10615;Ann Chong;Corporate;United States;Seattle;Washington;98115;West;OFF-FA-10002701;Office Supplies;Fasteners;Alliance Rubber Bands;84;5;0;336
6028;CA-2017-136007;23.02.2017;2.03.2017;Standard Class;AC-10615;Ann Chong;Corporate;United States;Seattle;Washington;98115;West;TEC-PH-10003589;Technology;Phones;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;7196;5;2;25186
6029;CA-2016-157364;19.11.2016;21.11.2016;First Class;LT-17110;Liz Thompson;Consumer;United States;Jacksonville;North Carolina;28540;South;OFF-AR-10003752;Office Supplies;Art;Deluxe Chalkboard Eraser Cleaner;1848;2;2;6006
6030;US-2016-112970;14.11.2016;15.11.2016;First Class;TB-21250;Tim Brockman;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10003829;Office Supplies;Art;Newell 35;984;3;0;28536
6031;US-2017-152492;6.07.2017;6.07.2017;Same Day;AH-10585;Angele Hood;Consumer;United States;Miami;Florida;33142;South;FUR-CH-10000155;Furniture;Chairs;Global Comet Stacking Armless Chair;23924;1;2;23924
6032;CA-2016-101168;25.12.2016;1.01.2017;Standard Class;SS-20140;Saphhira Shifley;Corporate;United States;Nashua;New Hampshire;3060;East;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;2112;4;0;65472
6033;CA-2017-104010;23.04.2017;25.04.2017;First Class;TD-20995;Tamara Dahlen;Consumer;United States;New York City;New York;10011;East;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;549;5;0;15372
6034;CA-2015-130253;14.12.2015;18.12.2015;Standard Class;PP-18955;Paul Prost;Home Office;United States;Los Angeles;California;90036;West;FUR-FU-10002963;Furniture;Furnishings;Master Caster Door Stop, Gray;1524;3;0;51816
6035;US-2015-155369;19.04.2015;25.04.2015;Standard Class;PG-18820;Patrick Gardner;Consumer;United States;Carrollton;Texas;75007;Central;OFF-AP-10002578;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;19568;2;8;-528336
6036;US-2015-155369;19.04.2015;25.04.2015;Standard Class;PG-18820;Patrick Gardner;Consumer;United States;Carrollton;Texas;75007;Central;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;310392;4;8;-5121468
6037;CA-2016-131205;4.09.2016;8.09.2016;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Georgetown;Kentucky;40324;South;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;426;3;0;16614
